dcdplugin) detected standard 32-bit DCD file of native endianness
dcdplugin) CHARMM format DCD file (also NAMD 2.1 and later)
main) file: namdOut.dcd
  4257 atoms, 20 frames, size:    1.0MB
atom 483 [ 1.696673, 0.096426, -2.715224 ]
atom 484 [ -0.253759, 2.962160, 6.311097 ]
atom 485 [ -1.726628, 4.855907, 1.185420 ]
atom 486 [ -2.447568, 7.924722, 0.437612 ]
atom 487 [ -3.287575, 9.026238, -2.750727 ]
atom 488 [ -4.466111, 12.019297, -2.776876 ]
atom 489 [ -5.052555, 12.720509, 0.613587 ]
atom 490 [ 12.805655, -14.424982, 4.454228 ]
atom 491 [ 13.232775, -11.872640, -7.022539 ]
atom 492 [ 10.290835, -9.961423, -2.308774 ]
atom 493 [ 9.910192, -7.989697, 3.437329 ]
atom 494 [ 8.701542, -5.739058, 1.289258 ]
atom 495 [ 6.619778, -4.429203, -0.942820 ]
atom 496 [ 4.149209, -2.383613, -1.721315 ]
atom 497 [ 4.891013, 0.464185, -3.303992 ]
atom 498 [ 2.808128, 2.683405, -0.814981 ]
atom 499 [ 1.861665, 2.982122, -4.118756 ]
atom 500 [ 0.347052, 6.463191, -1.353678 ]
atom 501 [ -0.039866, 9.472865, -2.477819 ]
atom 502 [ -1.372928, 12.077229, -3.771157 ]
atom 503 [ -3.997733, 13.407381, -5.759810 ]
atom 504 [ -13.464647, -13.439612, -1.307603 ]
atom 505 [ -13.184085, -11.849023, -4.363280 ]
atom 506 [ 12.942251, -9.737341, -4.213075 ]
atom 507 [ 12.540750, -6.298062, 4.714873 ]
atom 508 [ 11.682506, -4.761147, 0.153280 ]
atom 509 [ 10.424604, -1.728487, -3.790378 ]
atom 510 [ 9.449449, -0.790478, 5.661103 ]
atom 511 [ 6.997257, 0.879959, 3.968143 ]
atom 512 [ 6.956327, 4.331210, 4.114020 ]
atom 513 [ 3.907102, 5.391642, -4.195592 ]
atom 514 [ 5.478354, 8.118429, -1.316720 ]
atom 515 [ 3.334601, 10.107806, 0.226714 ]
atom 516 [ 1.323932, 12.349199, -1.323187 ]
atom 517 [ 0.453419, -14.499117, -2.726846 ]
atom 518 [ -9.291928, -12.904136, -2.560312 ]
atom 519 [ -10.327791, -12.559360, -5.687717 ]
atom 520 [ -11.713416, -10.560108, -1.075529 ]
atom 521 [ -13.504906, -8.240014, -2.698239 ]
atom 522 [ -14.543715, -5.073769, -0.936832 ]
atom 523 [ 12.671578, -3.798202, -3.138408 ]
atom 524 [ 12.078735, -1.528517, -0.579800 ]
atom 525 [ 9.940578, 0.686416, 2.429646 ]
atom 526 [ 9.604710, 3.114142, 5.563465 ]
atom 527 [ 9.110930, 4.019722, -1.696220 ]
atom 528 [ 6.972557, 6.047719, -3.317764 ]
atom 529 [ 5.658087, 8.389867, -5.395424 ]
atom 530 [ 4.760370, 11.075703, -3.389028 ]
atom 531 [ 3.546366, 14.345791, -3.059679 ]
atom 532 [ -7.723472, -14.508649, 0.376385 ]
atom 533 [ -8.701121, -11.021916, 0.333118 ]
atom 534 [ -10.856427, -9.426871, -4.424382 ]
atom 535 [ -11.971560, -7.202206, 0.114299 ]
atom 536 [ -12.794709, -4.616979, 2.341902 ]
atom 537 [ -14.144534, -1.917081, 0.194702 ]
atom 538 [ 12.952411, -0.267668, 2.447073 ]
atom 539 [ 12.713439, 2.037966, 4.992411 ]
atom 540 [ 11.617023, 2.725487, 0.061751 ]
atom 541 [ 11.366783, 3.910293, -4.164754 ]
atom 542 [ 10.065275, 6.802451, -3.269702 ]
atom 543 [ 7.910575, 9.482723, -2.843999 ]
atom 544 [ 6.477689, 10.736012, 0.159175 ]
atom 545 [ 6.744708, 13.309648, -2.018362 ]
atom 546 [ -5.148371, -14.850845, -1.721274 ]
atom 547 [ -6.204377, -11.945993, -1.889444 ]
atom 548 [ -7.670779, -9.988995, -3.892361 ]
atom 549 [ -9.263142, -8.111464, -1.540222 ]
atom 550 [ -10.684278, -5.905976, 4.765860 ]
atom 551 [ -11.028772, -1.812183, 1.528085 ]
atom 552 [ -13.858299, -2.521919, 4.999041 ]
atom 553 [ -13.838928, 1.304983, -0.650089 ]
atom 554 [ 14.596465, 2.703332, -4.905250 ]
atom 555 [ 13.912126, 4.394238, -1.851259 ]
atom 556 [ 11.604308, 6.238959, -0.262248 ]
atom 557 [ 12.260741, 9.235044, 1.333635 ]
atom 558 [ 11.264378, 12.334774, 3.509472 ]
atom 559 [ 7.657492, 13.373465, 1.521331 ]
atom 560 [ -2.543396, -14.537075, -3.634980 ]
atom 561 [ -3.071179, -12.453696, -0.787290 ]
atom 562 [ -6.249390, -9.043832, -0.385976 ]
atom 563 [ -5.443642, -7.142340, -4.119804 ]
atom 564 [ -7.341279, -5.550766, 3.791371 ]
atom 565 [ -8.839367, -2.755807, 4.068633 ]
atom 566 [ -11.092037, -0.919059, 5.366302 ]
atom 567 [ -11.925952, 2.613950, -3.105637 ]
atom 568 [ -12.774950, 4.574082, -0.161991 ]
atom 569 [ -12.972851, 5.938051, -3.587699 ]
atom 570 [ 13.154562, 6.759606, -4.329960 ]
atom 571 [ 10.986904, 10.061657, 6.047302 ]
atom 572 [ 12.838069, 12.871410, 6.956751 ]
atom 573 [ 9.392277, -14.666297, 3.865609 ]
atom 574 [ -0.611209, -13.364580, 1.398228 ]
atom 575 [ -1.272508, -11.468848, -3.656980 ]
atom 576 [ -3.978508, -9.779688, -2.899555 ]
atom 577 [ -3.804939, -6.980272, -0.956385 ]
atom 578 [ -4.455679, -5.227765, 6.119047 ]
atom 579 [ -5.625697, -2.261317, 4.811645 ]
atom 580 [ -7.926656, -0.498026, 6.914769 ]
atom 581 [ -8.682421, 0.751256, -2.202001 ]
atom 582 [ -10.008937, 3.093507, -0.375396 ]
atom 583 [ -9.607038, 5.238833, -3.685424 ]
atom 584 [ -12.783096, 7.831093, 5.210116 ]
atom 585 [ -14.195866, 10.790195, 5.951623 ]
atom 586 [ 14.281775, 11.899755, 2.366267 ]
atom 587 [ 11.543779, -14.772721, -4.996940 ]
atom 588 [ 2.229486, -13.355460, -0.385156 ]
atom 589 [ 1.453384, -10.362326, -2.479055 ]
atom 590 [ -0.978472, -8.192900, -2.593919 ]
atom 591 [ -1.937364, -7.145422, 4.793728 ]
atom 592 [ -3.249550, -4.998315, 2.266170 ]
atom 593 [ -5.778730, -3.186309, 1.386224 ]
atom 594 [ -7.837038, -0.796234, 1.557134 ]
atom 595 [ -6.220009, 1.756638, -3.794842 ]
atom 596 [ -7.165997, 4.174422, -1.522011 ]
atom 597 [ -7.565725, 6.688582, -6.261746 ]
atom 598 [ -9.853700, 8.989327, 6.931342 ]
atom 599 [ -13.666677, 9.068700, 1.940472 ]
atom 600 [ -11.979607, 11.567623, 3.693750 ]
atom 601 [ 14.433192, 13.718333, -2.894696 ]
atom 602 [ 5.398058, -13.517452, -0.909245 ]
atom 603 [ 4.105364, -10.469131, -0.691736 ]
atom 604 [ 1.781323, -8.090121, -0.112628 ]
atom 605 [ 1.547210, -7.611483, 6.680187 ]
atom 606 [ 0.062649, -4.621545, 6.100799 ]
atom 607 [ -1.303294, -2.304207, -3.465701 ]
atom 608 [ -3.786447, -0.349450, -3.536955 ]
atom 609 [ -5.333183, 0.274755, -0.486377 ]
atom 610 [ -4.233486, 3.206936, 0.242931 ]
atom 611 [ -6.404910, 5.586264, 1.599913 ]
atom 612 [ -7.605597, 6.797932, 5.059973 ]
atom 613 [ -9.975777, 9.069751, 3.441187 ]
atom 614 [ -8.961576, 11.971572, 5.357792 ]
atom 615 [ -11.651179, 14.818991, -3.790897 ]
atom 616 [ 7.680797, -13.521811, -3.294162 ]
atom 617 [ 7.127999, -10.637047, -1.777442 ]
atom 618 [ 4.434671, -8.843054, -3.783683 ]
atom 619 [ 4.979786, -7.315959, -0.747133 ]
atom 620 [ 2.760270, -5.009049, 0.003376 ]
atom 621 [ 0.883651, -2.562771, -1.152066 ]
atom 622 [ -0.960124, 0.941404, -4.292406 ]
atom 623 [ -1.918834, 0.510250, -0.865337 ]
atom 624 [ -3.306629, 2.867387, -2.982764 ]
atom 625 [ -4.750803, 6.389345, -1.096418 ]
atom 626 [ -3.957653, 7.085236, 3.472646 ]
atom 627 [ -6.990919, 8.706538, 2.276393 ]
atom 628 [ -8.153377, 11.748741, 1.501073 ]
atom 629 [ -9.980232, 13.357021, -1.192565 ]
atom 630 [ 8.151814, -13.283835, 0.763730 ]
atom 631 [ 9.668373, -10.541369, 1.223584 ]
atom 632 [ 7.103083, -8.615335, 1.325978 ]
atom 633 [ 7.019378, -6.356065, -5.514274 ]
atom 634 [ 4.688016, -5.438814, -3.390494 ]
atom 635 [ 2.115983, -2.757603, -4.460153 ]
atom 636 [ 1.974291, -1.869291, 6.971803 ]
atom 637 [ 0.167920, 1.917413, 1.376353 ]
atom 638 [ -0.337410, 3.297851, -1.660449 ]
atom 639 [ -2.297688, 5.893499, -3.205472 ]
atom 640 [ -3.214133, 8.975772, 6.381650 ]
atom 641 [ -3.970713, 10.203324, 2.399859 ]
atom 642 [ -5.880056, 10.751672, 5.089531 ]
atom 643 [ -7.590728, 13.709168, -3.458279 ]
atom 644 [ 12.294641, -12.421177, 1.053594 ]
atom 645 [ 10.829244, -11.768582, 4.350956 ]
atom 646 [ 7.754359, -10.592858, 4.694853 ]
atom 647 [ 8.016957, -7.562444, -2.140141 ]
atom 648 [ 6.701576, -4.369154, 6.461258 ]
atom 649 [ 6.343262, -1.018403, 7.305156 ]
atom 650 [ 4.172627, -0.872044, 4.496752 ]
atom 651 [ 2.259081, 1.899203, 4.099070 ]
atom 652 [ 1.415974, 4.884626, 1.789040 ]
atom 653 [ 0.533131, 7.411018, 7.043847 ]
atom 654 [ -0.611770, 6.772823, 3.705417 ]
atom 655 [ -0.885119, 10.099984, 3.915031 ]
atom 656 [ -2.700008, 12.938696, 3.957658 ]
atom 657 [ -5.176954, 13.681740, 6.920062 ]
atom 658 [ 13.398311, -12.804623, -3.210244 ]
atom 659 [ 14.098655, -10.233981, -0.770773 ]
atom 660 [ 11.451411, -9.268631, 6.522730 ]
atom 661 [ 10.410678, -7.490840, -4.534362 ]
atom 662 [ 9.499186, -4.668324, -2.616194 ]
atom 663 [ 7.163496, -2.538549, 3.457641 ]
atom 664 [ 6.222562, -0.478500, 0.265354 ]
atom 665 [ 5.030085, 2.440673, 6.477387 ]
atom 666 [ 4.672765, 2.273122, 1.928440 ]
atom 667 [ 2.455554, 4.971617, 5.480808 ]
atom 668 [ 2.734152, 8.089641, 3.745031 ]
atom 669 [ 0.603358, 8.767438, 1.115534 ]
atom 670 [ -1.739082, 11.054237, 0.006727 ]
atom 671 [ -2.027123, 14.163358, -0.607028 ]
atom 672 [ 13.264165, 3.532012, 39.499783 ]
atom 673 [ 12.801647, 2.663036, 39.323833 ]
atom 674 [ 12.718960, 4.076780, 40.136948 ]
atom 675 [ 6.462791, 4.031240, -6.236666 ]
atom 676 [ 7.313323, 3.570362, -6.490014 ]
atom 677 [ 5.747611, 3.349631, -6.081984 ]
atom 678 [ 12.222812, -13.335972, -17.140413 ]
atom 679 [ 12.888391, -12.985416, -17.799288 ]
atom 680 [ 11.746052, -14.121849, -17.534239 ]
atom 681 [ -13.147812, -0.461095, -28.047998 ]
atom 682 [ -13.269752, -1.172205, -28.740425 ]
atom 683 [ -13.695788, 0.339066, -28.291851 ]
atom 684 [ 13.398182, 2.667940, -27.022257 ]
atom 685 [ 12.533003, 3.160529, -26.928331 ]
atom 686 [ 14.139009, 3.219266, -26.638569 ]
atom 687 [ -6.594591, 11.297936, -41.977512 ]
atom 688 [ -6.798855, 12.012145, -41.308048 ]
atom 689 [ -6.531421, 10.414356, -41.513515 ]
atom 690 [ 1.441986, 0.406006, -9.877202 ]
atom 691 [ 0.506942, 0.743111, -9.986982 ]
atom 692 [ 2.080173, 1.174943, -9.915341 ]
atom 693 [ 5.399162, -12.627597, -33.674152 ]
atom 694 [ 4.572053, -12.244366, -34.085278 ]
atom 695 [ 6.048637, -11.891431, -33.483776 ]
atom 696 [ 5.812131, 11.761660, -11.014657 ]
atom 697 [ 5.838010, 12.405900, -10.250273 ]
atom 698 [ 6.490545, 11.041947, -10.867116 ]
atom 699 [ -2.026273, -5.715819, 39.092270 ]
atom 700 [ -1.740855, -4.849172, 38.683052 ]
atom 701 [ -1.308699, -6.047612, 39.704643 ]
atom 702 [ 6.577135, -2.931091, -23.213501 ]
atom 703 [ 7.243888, -3.172846, -23.918480 ]
atom 704 [ 6.103891, -3.756335, -22.905260 ]
atom 705 [ -5.273173, -5.101796, -14.303642 ]
atom 706 [ -5.919754, -4.339868, -14.266234 ]
atom 707 [ -4.944814, -5.305910, -13.381407 ]
atom 708 [ 13.681160, 12.298309, -36.055058 ]
atom 709 [ 14.324813, 13.030103, -36.279087 ]
atom 710 [ 14.178443, 11.527068, -35.657696 ]
atom 711 [ 10.477307, -14.718615, 37.594479 ]
atom 712 [ 10.951531, -13.885786, 37.879974 ]
atom 713 [ 11.111303, -15.491239, 37.627666 ]
atom 714 [ 7.403083, 12.534510, -37.455189 ]
atom 715 [ 7.693241, 12.831984, -36.545620 ]
atom 716 [ 7.788909, 13.147044, -38.145073 ]
atom 717 [ 8.844811, -11.429798, -35.598969 ]
atom 718 [ 8.237717, -11.194412, -36.357933 ]
atom 719 [ 9.745112, -11.022982, -35.753754 ]
atom 720 [ 3.223191, 6.181365, -24.354158 ]
atom 721 [ 3.984085, 6.127073, -23.707560 ]
atom 722 [ 3.335509, 6.988245, -24.934097 ]
atom 723 [ -9.268315, -4.425524, -15.163052 ]
atom 724 [ -8.514640, -4.030462, -14.637791 ]
atom 725 [ -9.182467, -4.157300, -16.122576 ]
atom 726 [ -0.316563, -0.723365, -36.741455 ]
atom 727 [ -0.901036, 0.061699, -36.946556 ]
atom 728 [ -0.880398, -1.483139, -36.417675 ]
atom 729 [ -12.785056, 5.042702, -9.057580 ]
atom 730 [ -11.880152, 5.156303, -8.647405 ]
atom 731 [ -13.033607, 5.875331, -9.552506 ]
atom 732 [ 10.901663, -2.327585, 38.696293 ]
atom 733 [ 10.176695, -2.621309, 39.319309 ]
atom 734 [ 11.776926, -2.700938, 39.003738 ]
atom 735 [ -2.369660, -10.704389, -37.080399 ]
atom 736 [ -2.916559, -11.168649, -36.383717 ]
atom 737 [ -2.976679, -10.263421, -37.741516 ]
atom 738 [ -4.247206, -12.235686, -40.188297 ]
atom 739 [ -4.665859, -12.849843, -40.857285 ]
atom 740 [ -3.251657, -12.282434, -40.270134 ]
atom 741 [ -7.071259, -12.196712, -41.727890 ]
atom 742 [ -7.206785, -11.742316, -42.608318 ]
atom 743 [ -7.683299, -12.984773, -41.661800 ]
atom 744 [ 5.491720, -2.423338, -11.233519 ]
atom 745 [ 6.448056, -2.705983, -11.307911 ]
atom 746 [ 4.898340, -3.178096, -11.513235 ]
atom 747 [ -6.801962, 5.984070, 39.235584 ]
atom 748 [ -7.205647, 6.732463, 38.709328 ]
atom 749 [ -6.131504, 5.503078, 38.670666 ]
atom 750 [ -14.190616, 5.857399, -30.069836 ]
atom 751 [ -14.449366, 6.086324, -29.131411 ]
atom 752 [ -14.941064, 5.366299, -30.512156 ]
atom 753 [ 13.638253, -10.104491, -27.457531 ]
atom 754 [ 13.480982, -10.656447, -26.638624 ]
atom 755 [ 14.361716, -10.522205, -28.007183 ]
atom 756 [ 9.211002, -8.767530, -40.851429 ]
atom 757 [ 8.289190, -8.944662, -41.196228 ]
atom 758 [ 9.471754, -7.826138, -41.065411 ]
atom 759 [ 6.447516, -3.710342, -26.657345 ]
atom 760 [ 6.363695, -4.693412, -26.494411 ]
atom 761 [ 5.576020, -3.263480, -26.455336 ]
atom 762 [ -9.608484, -2.904194, -34.740307 ]
atom 763 [ -9.948594, -2.013923, -35.043198 ]
atom 764 [ -8.618275, -2.945669, -34.873592 ]
atom 765 [ -9.079009, 9.766187, 39.556171 ]
atom 766 [ -8.706513, 9.408887, 40.412666 ]
atom 767 [ -9.500057, 10.657918, 39.722103 ]
atom 768 [ 11.842525, 6.167998, 40.721390 ]
atom 769 [ 12.154131, 6.864408, 41.367855 ]
atom 770 [ 11.458761, 5.393814, 41.224739 ]
atom 771 [ -1.860983, -1.926401, -22.763788 ]
atom 772 [ -2.511832, -2.674235, -22.632874 ]
atom 773 [ -1.419218, -1.712618, -21.892500 ]
atom 774 [ -3.881748, 3.363778, -14.742627 ]
atom 775 [ -3.351693, 2.641710, -15.187217 ]
atom 776 [ -3.278027, 4.127165, -14.512931 ]
atom 777 [ 4.711880, -2.756835, 35.255547 ]
atom 778 [ 4.781273, -2.042660, 34.559025 ]
atom 779 [ 3.762582, -3.063399, 35.325203 ]
atom 780 [ -2.509907, -7.963052, -23.105343 ]
atom 781 [ -1.582720, -7.782267, -23.433430 ]
atom 782 [ -2.934226, -8.666171, -23.675938 ]
atom 783 [ 10.985309, 4.091846, -20.387980 ]
atom 784 [ 10.075890, 4.412012, -20.653406 ]
atom 785 [ 10.896409, 3.335446, -19.739941 ]
atom 786 [ -13.466860, 3.846850, 39.921352 ]
atom 787 [ -13.287467, 4.828913, 39.979420 ]
atom 788 [ -14.445945, 3.694233, 39.786812 ]
atom 789 [ 12.749756, 10.750268, 36.219341 ]
atom 790 [ 12.432558, 11.523104, 35.669697 ]
atom 791 [ 12.181260, 10.667775, 37.037880 ]
atom 792 [ -8.397194, -3.894595, -17.722187 ]
atom 793 [ -8.349174, -3.671530, -18.695807 ]
atom 794 [ -7.735920, -4.614749, -17.512199 ]
atom 795 [ -10.136363, -7.798985, -8.861437 ]
atom 796 [ -10.010657, -8.636323, -8.329401 ]
atom 797 [ -10.959253, -7.881625, -9.423595 ]
atom 798 [ 10.818334, -2.918739, -18.328478 ]
atom 799 [ 9.887108, -3.191989, -18.087328 ]
atom 800 [ 11.280111, -2.557600, -17.518330 ]
atom 801 [ -14.484510, 3.566415, 33.694897 ]
atom 802 [ -13.672756, 4.051310, 34.020367 ]
atom 803 [ -14.977448, 4.142094, 33.042511 ]
atom 804 [ 10.602901, 6.242405, -35.264961 ]
atom 805 [ 9.727120, 5.796628, -35.079777 ]
atom 806 [ 10.473729, 6.959352, -35.950016 ]
atom 807 [ 6.743012, -6.500672, -26.766481 ]
atom 808 [ 6.950952, -7.077868, -25.976795 ]
atom 809 [ 7.570585, -6.372882, -27.313101 ]
atom 810 [ -9.380902, -8.153820, -41.235775 ]
atom 811 [ -9.009698, -8.960919, -40.776646 ]
atom 812 [ -9.668397, -7.483742, -40.551418 ]
atom 813 [ -4.307306, 8.168267, -10.272797 ]
atom 814 [ -4.860197, 7.474139, -9.811823 ]
atom 815 [ -3.496311, 8.367760, -9.722806 ]
atom 816 [ -12.815857, 14.177186, -34.289375 ]
atom 817 [ -11.994024, 14.728685, -34.146412 ]
atom 818 [ -12.772755, 13.741620, -35.188499 ]
atom 819 [ -12.590774, 6.720718, 39.661388 ]
atom 820 [ -12.451038, 7.564139, 39.142624 ]
atom 821 [ -12.289278, 6.856063, 40.605202 ]
atom 822 [ 9.963075, -5.601382, -6.997805 ]
atom 823 [ 9.445140, -4.922879, -6.476866 ]
atom 824 [ 10.876074, -5.699710, -6.601871 ]
atom 825 [ 10.864022, -11.441316, -10.753931 ]
atom 826 [ 11.811946, -11.634475, -11.007171 ]
atom 827 [ 10.848268, -10.850370, -9.947373 ]
atom 828 [ 6.471129, -14.596962, -27.938412 ]
atom 829 [ 7.368390, -14.280425, -28.246189 ]
atom 830 [ 5.957193, -14.952355, -28.719158 ]
atom 831 [ 2.261976, 13.659678, -11.253237 ]
atom 832 [ 2.427042, 14.619054, -11.024436 ]
atom 833 [ 1.786008, 13.213391, -10.495421 ]
atom 834 [ -3.213885, 10.373831, -6.368433 ]
atom 835 [ -2.965438, 10.878466, -7.195245 ]
atom 836 [ -3.389697, 11.018621, -5.624568 ]
atom 837 [ 5.277091, -10.646323, -30.386908 ]
atom 838 [ 6.051595, -11.278712, -30.401957 ]
atom 839 [ 4.432018, -11.149934, -30.566431 ]
atom 840 [ 7.073592, 3.909429, 35.676365 ]
atom 841 [ 7.599695, 3.730196, 34.845047 ]
atom 842 [ 7.200027, 3.154675, 36.320076 ]
atom 843 [ -11.957654, 13.868211, -7.800144 ]
atom 844 [ -12.424110, 13.296966, -7.124794 ]
atom 845 [ -11.013126, 14.022952, -7.510452 ]
atom 846 [ 11.963987, 5.550081, -18.304585 ]
atom 847 [ 12.520971, 6.350841, -18.524931 ]
atom 848 [ 11.631482, 5.132414, -19.150158 ]
atom 849 [ 4.915607, 5.150167, -28.593575 ]
atom 850 [ 4.700252, 5.960711, -29.138222 ]
atom 851 [ 4.140534, 4.931291, -28.000822 ]
atom 852 [ -12.434371, 11.647123, 41.874889 ]
atom 853 [ -12.707853, 12.550661, 42.204781 ]
atom 854 [ -13.217953, 11.027020, 41.913261 ]
atom 855 [ -5.881717, -2.461587, -8.971760 ]
atom 856 [ -6.284174, -2.642077, -9.869229 ]
atom 857 [ -6.312608, -3.051133, -8.288555 ]
atom 858 [ 5.144800, 7.796344, -17.999214 ]
atom 859 [ 6.142020, 7.870584, -18.005547 ]
atom 860 [ 4.849395, 7.210058, -18.753536 ]
atom 861 [ 5.744393, -13.861067, -40.101364 ]
atom 862 [ 5.938408, -13.901266, -39.121189 ]
atom 863 [ 6.039543, -14.712556, -40.534782 ]
atom 864 [ -0.117988, 6.913268, -42.167614 ]
atom 865 [ 0.650253, 6.725078, -42.779488 ]
atom 866 [ 0.228061, 7.250176, -41.291973 ]
atom 867 [ -11.695209, 12.596990, -32.128372 ]
atom 868 [ -10.756778, 12.917727, -32.256729 ]
atom 869 [ -12.298890, 13.066007, -32.773037 ]
atom 870 [ -2.433688, 11.178161, -32.002262 ]
atom 871 [ -1.817149, 10.411097, -31.824802 ]
atom 872 [ -3.370545, 10.839513, -32.089539 ]
atom 873 [ 0.081924, 0.981279, 35.283840 ]
atom 874 [ 0.352973, 1.819985, 35.756176 ]
atom 875 [ 0.694008, 0.236435, 35.549469 ]
atom 876 [ 14.427079, 10.522385, -5.356211 ]
atom 877 [ 14.496908, 10.652555, -6.345240 ]
atom 878 [ 13.507792, 10.771294, -5.051325 ]
atom 879 [ -7.132847, -11.033755, -24.350958 ]
atom 880 [ -6.445209, -10.615120, -23.757748 ]
atom 881 [ -7.992759, -11.128309, -23.849348 ]
atom 882 [ -10.667076, -13.881319, -14.201745 ]
atom 883 [ -10.985258, -13.681062, -13.275107 ]
atom 884 [ -10.261769, -14.795209, -14.224794 ]
atom 885 [ -13.233544, -2.345603, -9.901180 ]
atom 886 [ -13.380172, -2.509420, -10.876714 ]
atom 887 [ -14.111537, -2.371334, -9.423200 ]
atom 888 [ -12.449999, -5.912787, 33.625954 ]
atom 889 [ -12.221215, -5.528048, 34.520176 ]
atom 890 [ -12.651927, -5.171467, 32.985901 ]
atom 891 [ 14.314967, 2.147666, -32.735725 ]
atom 892 [ 13.953391, 1.338739, -32.272152 ]
atom 893 [ 14.359342, 1.975915, -33.719868 ]
atom 894 [ 4.651315, -13.223019, -8.541078 ]
atom 895 [ 5.535207, -12.840998, -8.271273 ]
atom 896 [ 4.128737, -13.464053, -7.723267 ]
atom 897 [ 9.961199, -6.141582, -40.899853 ]
atom 898 [ 10.021914, -5.467008, -41.635559 ]
atom 899 [ 9.824116, -5.672102, -40.027615 ]
atom 900 [ -5.384221, -5.120599, -33.176353 ]
atom 901 [ -5.094568, -5.776603, -33.873318 ]
atom 902 [ -6.113614, -5.522604, -32.622841 ]
atom 903 [ 9.980550, 8.326533, -40.911091 ]
atom 904 [ 10.452434, 7.540648, -40.511456 ]
atom 905 [ 9.768823, 8.988963, -40.192513 ]
atom 906 [ -4.697411, 5.331317, 37.646885 ]
atom 907 [ -4.121025, 5.950386, 38.180302 ]
atom 908 [ -4.746990, 5.653589, 36.701538 ]
atom 909 [ -1.894751, -13.157682, -6.629003 ]
atom 910 [ -2.340817, -12.542446, -7.279009 ]
atom 911 [ -1.877972, -14.084265, -7.004720 ]
atom 912 [ 13.328941, -2.870205, -38.302471 ]
atom 913 [ 13.679349, -3.416500, -37.541695 ]
atom 914 [ 14.060783, -2.714550, -38.965931 ]
atom 915 [ -7.301227, 1.948532, -26.208784 ]
atom 916 [ -7.430589, 1.387901, -25.390884 ]
atom 917 [ -7.828341, 2.793714, -26.120371 ]
atom 918 [ 1.891660, -14.617238, -28.063284 ]
atom 919 [ 1.180854, -14.487496, -27.371964 ]
atom 920 [ 2.730898, -14.160450, -27.768286 ]
atom 921 [ 5.422005, -5.270229, -22.470215 ]
atom 922 [ 5.030091, -5.225059, -21.551323 ]
atom 923 [ 5.096053, -6.095481, -22.931423 ]
atom 924 [ -12.824846, 11.210745, -13.611908 ]
atom 925 [ -13.588882, 11.853464, -13.555682 ]
atom 926 [ -12.679302, 10.948588, -14.565895 ]
atom 927 [ 3.762723, -8.551728, 32.307476 ]
atom 928 [ 3.799403, -7.650129, 31.876461 ]
atom 929 [ 4.105237, -8.487295, 33.244778 ]
atom 930 [ -0.365927, -2.974875, 32.838772 ]
atom 931 [ -1.169230, -2.556940, 32.414467 ]
atom 932 [ -0.322081, -3.942098, 32.588657 ]
atom 933 [ -1.547431, -1.036130, -8.805855 ]
atom 934 [ -1.406742, -1.854002, -9.363789 ]
atom 935 [ -1.018782, -1.114235, -7.960615 ]
atom 936 [ -1.587092, -8.629263, 33.955944 ]
atom 937 [ -2.586919, -8.616617, 33.942265 ]
atom 938 [ -1.265754, -8.560568, 34.900414 ]
atom 939 [ 2.023761, -8.975013, -23.223982 ]
atom 940 [ 1.656491, -8.905779, -22.296448 ]
atom 941 [ 2.180676, -9.936543, -23.449451 ]
atom 942 [ 5.655142, -6.493087, 36.279568 ]
atom 943 [ 6.425513, -6.366028, 36.904373 ]
atom 944 [ 4.797921, -6.346290, 36.773148 ]
atom 945 [ 0.700132, -11.563565, 40.991150 ]
atom 946 [ 1.025301, -10.695259, 40.616570 ]
atom 947 [ 0.995826, -11.647686, 41.942719 ]
atom 948 [ 3.157063, -6.410656, 37.454239 ]
atom 949 [ 2.425625, -6.454170, 36.773720 ]
atom 950 [ 2.911267, -5.752843, 38.166183 ]
atom 951 [ -11.140906, -7.926312, 34.935806 ]
atom 952 [ -11.517153, -7.342053, 34.216721 ]
atom 953 [ -11.863998, -8.164463, 35.584202 ]
atom 954 [ -8.238622, -0.932543, 36.925739 ]
atom 955 [ -8.436081, -1.660752, 37.582031 ]
atom 956 [ -8.508206, -0.051462, 37.314354 ]
atom 957 [ 2.086965, 6.390782, 41.022076 ]
atom 958 [ 2.354395, 5.456061, 40.788029 ]
atom 959 [ 2.244099, 6.989086, 40.236362 ]
atom 960 [ 1.291316, 10.272408, -11.187468 ]
atom 961 [ 2.009673, 10.481215, -11.851066 ]
atom 962 [ 1.349443, 10.912024, -10.420973 ]
atom 963 [ -5.036168, 13.874058, 32.203194 ]
atom 964 [ -4.871726, 14.163181, 33.146255 ]
atom 965 [ -4.356030, 14.294082, 31.602369 ]
atom 966 [ 10.530187, -1.605595, 32.381630 ]
atom 967 [ 10.142491, -1.675146, 33.300789 ]
atom 968 [ 10.854626, -2.504705, 32.087791 ]
atom 969 [ -3.819814, -12.258161, -35.367374 ]
atom 970 [ -4.375014, -12.968377, -35.800213 ]
atom 971 [ -3.193146, -12.678590, -34.711231 ]
atom 972 [ 6.334524, -0.910826, -17.063148 ]
atom 973 [ 5.542819, -0.301459, -17.019833 ]
atom 974 [ 6.790559, -0.802555, -17.946501 ]
atom 975 [ -6.896945, 2.839626, 34.021667 ]
atom 976 [ -7.506276, 2.108756, 33.714184 ]
atom 977 [ -5.968731, 2.480678, 34.119522 ]
atom 978 [ 7.595366, -1.276726, 32.410782 ]
